id,rg,ctr_n,ctr,yr,mn,unit_type,unit_name,unit_n,pty_n,pty,can,pev1,vot1,vv1,ivv1,to1,cv1,cvs1,pv1,pvs1,pev2,vot2,vv2,ivv2,to2,cv2,cvs2,pv2,pvs2
5,Latin America,Uruguay,598,1994,11,Department,Paysandú,11,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,63484,63484,-990,-990,21127,0.323631668,21127,0.323631668,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Paysandú,11,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,63484,63484,-990,-990,24553,0.37611248,24553,0.37611248,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Paysandú,11,FrenteAmplio,13,Tabaré Vázquez,-990,63484,63484,-990,-990,17804,0.272728672,17804,0.272728672,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Río Negro,12,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,30481,30481,-990,-990,13335,0.42691124,13335,0.42691124,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Río Negro,12,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,30481,30481,-990,-990,11510,0.368485069,11510,0.368485069,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Río Negro,12,FrenteAmplio,13,Tabaré Vázquez,-990,30481,30481,-990,-990,5636,0.180432835,5636,0.180432835,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Rivera,13,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,62189,62189,-990,-990,31611,0.502591591,31611,0.502591591,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Rivera,13,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,62189,62189,-990,-990,24706,0.392807159,24706,0.392807159,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Rivera,13,FrenteAmplio,13,Tabaré Vázquez,-990,62189,62189,-990,-990,5872,0.093360472,5872,0.093360472,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Rocha,14,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,44660,44660,-990,-990,20376,0.440324135,20376,0.440324135,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Rocha,14,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,44660,44660,-990,-990,18017,0.389346313,18017,0.389346313,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Rocha,14,FrenteAmplio,13,Tabaré Vázquez,-990,44660,44660,-990,-990,6267,0.135429497,6267,0.135429497,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Salto,15,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,68466,68466,-990,-990,29311,0.418256531,29311,0.418256531,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Salto,15,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,68466,68466,-990,-990,24518,0.349862289,24518,0.349862289,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Salto,15,FrenteAmplio,13,Tabaré Vázquez,-990,68466,68466,-990,-990,14637,0.208864288,14637,0.208864288,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,San José,16,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,55987,55987,-990,-990,18018,0.30504858,18018,0.30504858,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,San José,16,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,55987,55987,-990,-990,25955,0.439423714,25955,0.439423714,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,San José,16,FrenteAmplio,13,Tabaré Vázquez,-990,55987,55987,-990,-990,12014,0.203399582,12014,0.203399582,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Soriano,17,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,52640,52640,-990,-990,20088,0.369944763,20088,0.369944763,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Soriano,17,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,52640,52640,-990,-990,20734,0.381841621,20734,0.381841621,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Soriano,17,FrenteAmplio,13,Tabaré Vázquez,-990,52640,52640,-990,-990,11818,0.217642727,11818,0.217642727,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Tacuarembó,18,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,56042,56042,-990,-990,19319,0.336251602,19319,0.336251602,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Tacuarembó,18,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,56042,56042,-990,-990,29023,0.505151939,29023,0.505151939,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Tacuarembó,18,FrenteAmplio,13,Tabaré Vázquez,-990,56042,56042,-990,-990,7700,0.134020262,7700,0.134020262,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Treinta y Tres,19,Colorado,7,Julio María Sanguinetti; Jorge Batlle Ibáñez; Jorge Pacheco Areco,-990,30436,30436,-990,-990,12093,0.382714081,12093,0.382714081,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Treinta y Tres,19,Nacional,27,Alberto Volonté; Juan Andrés Ramírez; Carlos Julio Pereyra,-990,30436,30436,-990,-990,14501,0.458921432,14501,0.458921432,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1994,11,Department,Treinta y Tres,19,FrenteAmplio,13,Tabaré Vázquez,-990,30436,30436,-990,-990,3842,0.121589975,3842,0.121589975,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Artigas,1,Colorado,7,Jorge Batlle,-990,47255,47255,-990,-990,19753,0.411967125,19753,0.411967125,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Artigas,1,Nacional,27,Luis Alberto Lacalle,-990,47255,47255,-990,-990,16595,0.346104126,16595,0.346104126,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Artigas,1,FrenteAmplio,13,Tabaré Vázquez,-990,47255,47255,-990,-990,10907,0.227475605,10907,0.227475605,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Canelones,2,Colorado,7,Jorge Batlle,-990,256758,256758,-990,-990,90355,0.333203049,90355,0.333203049,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Canelones,2,Nacional,27,Luis Alberto Lacalle,-990,256758,256758,-990,-990,59832,0.220643063,59832,0.220643063,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Canelones,2,FrenteAmplio,13,Tabaré Vázquez,-990,256758,256758,-990,-990,106571,0.39300293,106571,0.39300293,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Cerro Largo,3,Colorado,7,Jorge Batlle,-990,55423,55423,-990,-990,18376,0.323253632,18376,0.323253632,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Cerro Largo,3,Nacional,27,Luis Alberto Lacalle,-990,55423,55423,-990,-990,21814,0.383731766,21814,0.383731766,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Cerro Largo,3,FrenteAmplio,13,Tabaré Vázquez,-990,55423,55423,-990,-990,15233,0.267964897,15233,0.267964897,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Colonia,4,Colorado,7,Jorge Batlle,-990,79034,79034,-990,-990,28197,0.335770493,28197,0.335770493,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Colonia,4,Nacional,27,Luis Alberto Lacalle,-990,79034,79034,-990,-990,25639,0.305309792,25639,0.305309792,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Colonia,4,FrenteAmplio,13,Tabaré Vázquez,-990,79034,79034,-990,-990,25198,0.300058346,25198,0.300058346,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Durazno,5,Colorado,7,Jorge Batlle,-990,37344,37344,-990,-990,14206,0.368116913,14206,0.368116913,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Durazno,5,Nacional,27,Luis Alberto Lacalle,-990,37344,37344,-990,-990,14693,0.380736427,14693,0.380736427,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Durazno,5,FrenteAmplio,13,Tabaré Vázquez,-990,37344,37344,-990,-990,8445,0.218833408,8445,0.218833408,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Flores,6,Colorado,7,Jorge Batlle,-990,17838,17838,-990,-990,6499,0.352497711,6499,0.352497711,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Flores,6,Nacional,27,Luis Alberto Lacalle,-990,17838,17838,-990,-990,7343,0.398275223,7343,0.398275223,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Flores,6,FrenteAmplio,13,Tabaré Vázquez,-990,17838,17838,-990,-990,3996,0.216738091,3996,0.216738091,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Florida,7,Colorado,7,Jorge Batlle,-990,46346,46346,-990,-990,16897,0.351274376,16897,0.351274376,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Florida,7,Nacional,27,Luis Alberto Lacalle,-990,46346,46346,-990,-990,15491,0.32204483,15491,0.32204483,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Florida,7,FrenteAmplio,13,Tabaré Vázquez,-990,46346,46346,-990,-990,13958,0.290175037,13958,0.290175037,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Lavalleja,8,Colorado,7,Jorge Batlle,-990,43216,43216,-990,-990,17805,0.396494904,17805,0.396494904,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Lavalleja,8,Nacional,27,Luis Alberto Lacalle,-990,43216,43216,-990,-990,15954,0.355275459,15954,0.355275459,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Lavalleja,8,FrenteAmplio,13,Tabaré Vázquez,-990,43216,43216,-990,-990,9457,0.210595474,9457,0.210595474,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Maldonado,9,Colorado,7,Jorge Batlle,-990,81154,81154,-990,-990,30485,0.356220551,30485,0.356220551,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Maldonado,9,Nacional,27,Luis Alberto Lacalle,-990,81154,81154,-990,-990,20168,0.235665283,20168,0.235665283,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Maldonado,9,FrenteAmplio,13,Tabaré Vázquez,-990,81154,81154,-990,-990,30501,0.356407547,30501,0.356407547,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Montevideo,10,Colorado,7,Jorge Batlle,-990,881694,881694,-990,-990,278684,0.297773991,278684,0.297773991,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Montevideo,10,Nacional,27,Luis Alberto Lacalle,-990,881694,881694,-990,-990,118569,0.126691036,118569,0.126691036,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Montevideo,10,FrenteAmplio,13,Tabaré Vázquez,-990,881694,881694,-990,-990,484441,0.517625465,484441,0.517625465,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Paysandú,11,Colorado,7,Jorge Batlle,-990,70694,70694,-990,-990,20654,0.281608334,20654,0.281608334,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Paysandú,11,Nacional,27,Luis Alberto Lacalle,-990,70694,70694,-990,-990,19119,0.260679283,19119,0.260679283,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Paysandú,11,FrenteAmplio,13,Tabaré Vázquez,-990,70694,70694,-990,-990,30921,0.421594429,30921,0.421594429,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Río Negro,12,Colorado,7,Jorge Batlle,-990,32396,32396,-990,-990,14314,0.422266808,14314,0.422266808,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Río Negro,12,Nacional,27,Luis Alberto Lacalle,-990,32396,32396,-990,-990,8250,0.24337719,8250,0.24337719,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Río Negro,12,FrenteAmplio,13,Tabaré Vázquez,-990,32396,32396,-990,-990,9832,0.290046616,9832,0.290046616,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Rivera,13,Colorado,7,Jorge Batlle,-990,65596,65596,-990,-990,28095,0.418709679,28095,0.418709679,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Rivera,13,Nacional,27,Luis Alberto Lacalle,-990,65596,65596,-990,-990,24418,0.363910027,24418,0.363910027,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Rivera,13,FrenteAmplio,13,Tabaré Vázquez,-990,65596,65596,-990,-990,13083,0.194980545,13083,0.194980545,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Rocha,14,Colorado,7,Jorge Batlle,-990,47824,47824,-990,-990,17984,0.364078064,17984,0.364078064,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Rocha,14,Nacional,27,Luis Alberto Lacalle,-990,47824,47824,-990,-990,15824,0.320349808,15824,0.320349808,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Rocha,14,FrenteAmplio,13,Tabaré Vázquez,-990,47824,47824,-990,-990,14016,0.283747673,14016,0.283747673,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Salto,15,Colorado,7,Jorge Batlle,-990,73301,73301,-990,-990,29490,0.387216225,29490,0.387216225,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Salto,15,Nacional,27,Luis Alberto Lacalle,-990,73301,73301,-990,-990,19782,0.259746056,19782,0.259746056,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Salto,15,FrenteAmplio,13,Tabaré Vázquez,-990,73301,73301,-990,-990,24029,0.315510979,24029,0.315510979,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,San José,16,Colorado,7,Jorge Batlle,-990,61316,61316,-990,-990,19622,0.307078362,19622,0.307078362,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,San José,16,Nacional,27,Luis Alberto Lacalle,-990,61316,61316,-990,-990,21704,0.339661026,21704,0.339661026,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,San José,16,FrenteAmplio,13,Tabaré Vázquez,-990,61316,61316,-990,-990,19990,0.312837448,19990,0.312837448,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Soriano,17,Colorado,7,Jorge Batlle,-990,55845,55845,-990,-990,21697,0.375043221,21697,0.375043221,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Soriano,17,Nacional,27,Luis Alberto Lacalle,-990,55845,55845,-990,-990,14875,0.25712162,14875,0.25712162,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Soriano,17,FrenteAmplio,13,Tabaré Vázquez,-990,55845,55845,-990,-990,19273,0.333143196,19273,0.333143196,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Tacuarembó,18,Colorado,7,Jorge Batlle,-990,59060,59060,-990,-990,19820,0.325259285,19820,0.325259285,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Tacuarembó,18,Nacional,27,Luis Alberto Lacalle,-990,59060,59060,-990,-990,25561,0.419472885,25561,0.419472885,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Tacuarembó,18,FrenteAmplio,13,Tabaré Vázquez,-990,59060,59060,-990,-990,13679,0.22448143,13679,0.22448143,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Treinta y Tres,19,Colorado,7,Jorge Batlle,-990,32003,32003,-990,-990,10982,0.331602135,10982,0.331602135,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Treinta y Tres,19,Nacional,27,Luis Alberto Lacalle,-990,32003,32003,-990,-990,13349,0.403073845,13349,0.403073845,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,1999,10,Department,Treinta y Tres,19,FrenteAmplio,13,Tabaré Vázquez,-990,32003,32003,-990,-990,7672,0.231656494,7672,0.231656494,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Artigas,1,Colorado,7,Guillermo Stirling,-990,49300,49300,-990,-990,8563,0.172982903,8563,0.172982903,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Artigas,1,Nacional,27,Jorge Larrañaga,-990,49300,49300,-990,-990,24517,0.495272903,24517,0.495272903,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Artigas,1,FrenteAmplio,13,Tabaré Vázquez,-990,49300,49300,-990,-990,16220,0.327663536,16220,0.327663536,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Canelones,2,Colorado,7,Guillermo Stirling,-990,288767,288767,-990,-990,28044,0.0946173,28044,0.0946173,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Canelones,2,Nacional,27,Jorge Larrañaga,-990,288767,288767,-990,-990,98844,0.333488541,98844,0.333488541,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Canelones,2,FrenteAmplio,13,Tabaré Vázquez,-990,288767,288767,-990,-990,161879,0.546161537,161879,0.546161537,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Cerro Largo,3,Colorado,7,Guillermo Stirling,-990,58940,58940,-990,-990,6700,0.11309926,6700,0.11309926,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Cerro Largo,3,Nacional,27,Jorge Larrañaga,-990,58940,58940,-990,-990,29129,0.491711693,29129,0.491711693,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Cerro Largo,3,FrenteAmplio,13,Tabaré Vázquez,-990,58940,58940,-990,-990,23111,0.390124931,23111,0.390124931,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Colonia,4,Colorado,7,Guillermo Stirling,-990,84115,84115,-990,-990,10136,0.117473898,10136,0.117473898,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Colonia,4,Nacional,27,Jorge Larrañaga,-990,84115,84115,-990,-990,37302,0.432321548,37302,0.432321548,-990,-990,-990,-990,-990,-990,-990,-990,-990
5,Latin America,Uruguay,598,2004,10,Department,Colonia,4,FrenteAmplio,13,Tabaré Vázquez,-990,84115,84115,-990,-990,36677,0.425077934,36677,0.425077934,-990,-990,-990,-990,-990,-990,-990,-990,-990
